ID	Target	Tweet	Veracity
598	Ferguson	Hope replaces tear gas in #Ferguson http://t.co/OLTozbftqW http://t.co/Jzci5COXo1	NON-RUMOR
599	Ferguson	Hip hop stepping up. Listen to @JColeNC Be Free http://t.co/HP6fgs7a7M dedicated to #MikeBrown #Ferguson	NON-RUMOR
600	Ferguson	"We have a lot of work to do.  From @tnr: ""White St. Louis Has Some Awful Things to Say About #Ferguson"" http://t.co/i856G2iRZk"	NON-RUMOR
601	Ferguson	This is probably the greatest thing I've seen so far #Ferguson #MikeBrown http://t.co/pvhEvqMQ9i	NON-RUMOR
602	Ferguson	Morning in #Ferguson http://t.co/UzDihpw6M5	NON-RUMOR
603	Ferguson	#Gazans advise #US protesters on #Twitter http://t.co/bIlucMYbwh #Ferguson #FreePalestine #presstvgaza http://t.co/7RhD2CQgpa	NON-RUMOR
604	Ferguson	"#Ferguson chief tells me he ""didn't know"" media was at @QuikTrip. Newser now 25 minutes late @kmov #MikeBrown http://t.co/2ucckGwtHZ"	NON-RUMOR
605	Ferguson	Lawmakers aim to curb military surplus program for police after #Ferguson http://t.co/BWNVBUk9FC	NON-RUMOR
606	Ferguson	#Ferguson police once charged a man w/ destruction of property for bleeding on their uniforms: http://t.co/rkJjfC8U8t http://t.co/IuusEfLyvY	RUMOR
607	Ferguson	This @johnlegend exchange is definitely the best thing to come out of Twitter, ever. #Ferguson http://t.co/iSnkNpJdr5	NON-RUMOR
608	Ferguson	What happened in #Ferguson doesn't contradict America's racial narrative. It illustrates it. http://t.co/337F1OD330	NON-RUMOR
609	Ferguson	After #Ferguson shooting, nearly half of Americans dont believe in justice  poll http://t.co/oAz3qywdsV http://t.co/psxx3YvVlF	NON-RUMOR
610	Ferguson	Oh, this new @JColeNC is very emotional, I suggest you take a listen. http://t.co/mrCwhINAXf #Ferguson	NON-RUMOR
611	Ferguson	The #Ferguson Solution. My thoughts http://t.co/7t2SafQeVs RT!	NON-RUMOR
612	Ferguson	#Ferguson police name the officer who shot #MikeBrown. He is Darren Wilson #stl #MichaelBrown	RUMOR
613	Ferguson	#Ferguson police ID officer who shot and killed #MikeBrown as Darren Wilson.	RUMOR
614	Ferguson	#Ferguson, Mo., police identify Darren Wilson as the officer who killed Michael Brown last week.	RUMOR
615	Ferguson	The name of the #Ferguson police officer who killed #MikeBrown is Darren Wilson. He has been on the police force for 6 years.	RUMOR
616	Ferguson	JUST IN: #Ferguson police chief identifies cop who shot Michael Brown as Darren Wilson http://t.co/jeslX6oceR	RUMOR
617	Ferguson	BREAKING - #Ferguson's police chief has announced Darren Wilson as the cop who shot and killed #MikeBrown.	RUMOR
618	Ferguson	This Cartoon Says It All: via @BennettCartoons via Chattanooga Times Free Press #Ferguson #UniteBlue #libcrib #KY http://t.co/A5XHpJPq75	NON-RUMOR
619	Ferguson	Havent seen a police chief run from a microphone that fast since Commissioner Gordon said the Joker was threatening Gotham City #Ferguson	RUMOR
620	Ferguson	RT @Smith83K This Cartoon Says It All: via @BennettCartoons via Chattanooga Times Free Press #Ferguson #UniteBlue #KY http://t.co/TwEej9WWme	NON-RUMOR
621	Ferguson	5) if #Ferguson PD were already put on notice about a Quick-Mart robbery, why was that NEVER part of the narrative till now?	NON-RUMOR
622	Ferguson	To hear the exact dispatch call the moments of #MikeBrown's murder: http://t.co/q4BV14ZToy #Ferguson	NON-RUMOR
623	Ferguson	Ten Things White People Can Do About #Ferguson Besides Tweet http://t.co/T3B5iQiibZ	NON-RUMOR
624	Ferguson	Exactly how often do police shoot unarmed black men? http://t.co/m5X6ICFtdv #Ferguson http://t.co/elWTCmN3ZN	NON-RUMOR
625	Ferguson	"#Ferguson ""He fit the description"" means ""I can't tell black people apart"" means ""I never look at their faces or their humanity."""	NON-RUMOR
626	Ferguson	"Wow. #Ferguson Police Chief struggles to remember #MikeBrown's name but laments the murdering cop's ""injuries."" Pretty telling."	RUMOR
627	Ferguson	There's still no justification stated for #MikeBrown to be shot to death. #Ferguson	RUMOR
628	Ferguson	I'm so tired of society making black people defend themselves, even from under the grave. #Ferguson #MikeBrown	NON-RUMOR
629	Ferguson	"The #Ferguson police dept didn't say ""murdered"" of course. Cops never ""murder"" people. Black people just ""are shot"" in proximity of cops"	NON-RUMOR
630	Ferguson	Dear @donlemon: No. Signed,  Everyone #Ferguson #MikeBrown	NON-RUMOR
631	Ferguson	.@HarvardBLSA students stand in solidarity with #MikeBrown &amp; the #Ferguson community. #HandsUpDontShoot #HBLSA http://t.co/XDZVHCgv7S	NON-RUMOR
632	Ferguson	When people can't handle your content.....attack your character! #Ferguson	NON-RUMOR
633	Ferguson	#Ferguson PD is putting on a show for the world. Forgetting the world is now watching Twitter.	NON-RUMOR
634	Ferguson	We are seeing, in high relief, why we need a federal government. #Ferguson	NON-RUMOR
635	Ferguson	How can trust the profiling skills of the chief on a boy he never met but couldn't pick up the psychopath he worked with #ferguson	NON-RUMOR
636	Ferguson	Right when we thought things were beginning to cool down, bam! #Ferguson	NON-RUMOR
637	Ferguson	bro?? RT @bitingtea: You pro-robbery, bro? RT @MichaelSkolnik: Right when we thought things were beginning to cool down, bam! #Ferguson	NON-RUMOR
638	Ferguson	Follow Amnesty delegation on the ground in #Ferguson to observe, collect testimony http://t.co/srQ7W2vAyx	NON-RUMOR
639	Ferguson	Students at Howard University show solidarity w Michael Brown and protestors in #Ferguson http://t.co/m2unGRcFXI	NON-RUMOR
640	Ferguson	Well, it took Twitter about 5 minutes to completely demolish the #Ferguson police's smear conference.	NON-RUMOR
641	Ferguson	Cops or Soldiers? Pentagon, DHS Helped Arm Police in #Ferguson with Equipment Used in War http://t.co/HDGm3wFUL7 http://t.co/qRH4Y1nWPy	NON-RUMOR
642	Ferguson	I don't apologize for my blackness... Y'all got that? #FergusonShooting #Ferguson. http://t.co/FzVA1M9GRN	NON-RUMOR
643	Ferguson	Our account from the ground in #Ferguson Protesting 4 #JusticeForMikeBrown? Know your rights https://t.co/bqWdKblUoM http://t.co/A60AYAS1GV	NON-RUMOR
644	Ferguson	Protests continue at the QT #ferguson https://t.co/qF2N92L9Zn	NON-RUMOR
645	Ferguson	So Americans think excessive police presence in #Ferguson was too much How do you stop hooligans from looting? Ice Cream Truck and songs?	NON-RUMOR
646	Ferguson	Why do whites run a mostly black town? See what's fueling long-simmering tension in #Ferguson http://t.co/sgMZFUhch8 http://t.co/K3s69KltKA	NON-RUMOR
647	Ferguson	Let me be very clear: The #Ferguson police and America are playing with fire if there is an attempt to justify the murder of #MikeBrown	NON-RUMOR
648	Ferguson	"VIDEO: NY's Times Square shut down as 1,000 #Ferguson protestors chant ""Hands up, don't shoot"" http://t.co/ou1TGSOQAd http://t.co/A8x9AfGFwQ"	NON-RUMOR
649	Ferguson	"Activists call #Ferguson PD ""pigs,"" ""racist,"" ""apartheid,"" and ""occupiers'--then ask why so few young blacks apply to become cops. #tcot"	NON-RUMOR
650	Ferguson	Yall notice #Ferguson &amp; St Louis county have NOT released the autopsy report. Trajectory of bullets matters in death of #MikeBrown	RUMOR
651	Ferguson	Media, we will not allow you to spin this story to make it seem as if #MikeBrown deserved to die. Nope. We won't let it happen. #Ferguson	NON-RUMOR
652	Ferguson	I'm so very proud of you America. Every young, senior, veteran, sane non-violent person for justice #NMOS14 #Ferguson http://t.co/oVgY9x5Nzn	NON-RUMOR
653	Ferguson	This is the sassiest protest sign I have ever seen. I love our black queens!  #Ferguson #MikeBrown http://t.co/C6zk8Fwb0Y	NON-RUMOR
654	Ferguson	In the USA, if a cop says something, it automatically becomes fact. By law media must report it as fact no matter how outrageous. #Ferguson	NON-RUMOR
655	Ferguson	IF YOU DONT STAND FOR SOMETHING  YOULL FALL FOR  ANYTHING    #RipMikeBrown #Ferguson http://t.co/nLEabIVDhk	NON-RUMOR
656	Ferguson	This puts it all in perspective. #Ferguson #MikeBrown https://t.co/1TDLeoJpIF	NON-RUMOR
657	Ferguson	"Embarrassed, 'activists"" morph from ""why stop #MichaelBrown?"" to ""why so many shots?"" Next it's ""why not use a squirt gun?"" #Ferguson #tcot"	NON-RUMOR
658	Ferguson	"we want justice ...  #RipMikeBrown #Ferguson http://t.co/JjCO1SVtpu"""	NON-RUMOR
659	Ferguson	For people who profess to LOVE the constitution - they sure VIOLATE it A-lot! #Ferguson #MikeBrown #HandsUpDontShoot	NON-RUMOR
660	Ferguson	Georgia Rep. Hank Johnson proposed legislation on Thursday aimed at demilitarizing domestic police forces. http://t.co/JZFYPlfS3U #Ferguson	NON-RUMOR
661	Ferguson	#MichaelBrown death in #Ferguson just one of many cases of police killing unarmed black people. What the data shows: http://t.co/EK9X1nKJ2U	NON-RUMOR
662	Ferguson	"Captain Johnson: ""Last night was a great night."" #Ferguson"	NON-RUMOR
663	Ferguson	"It's a lot more quiet here at #qt as Capt. Johnson speaks. One guy just yelled ""we want answers."" #ferguson #ksdk http://t.co/XpWHqqvzl6"	RUMOR
664	Ferguson	Thoughts are with #Ferguson. We need 2 collectively take a stand against senseless violence that confronts our youth. http://t.co/skxSjMHzF8	NON-RUMOR
665	Ferguson	"Captain Johnson: ""What happened last night is what's going to happen here forward."" #Ferguson"	NON-RUMOR
666	Ferguson	#Ferguson shows how a militarized police force can compromise our rights and our safety #JusticeForMikeBrown http://t.co/pNIamkQAEi	NON-RUMOR
667	Ferguson	Ron Johnson says he would have liked to been consulted by #ferguson chief Jackson about today's release of info. http://t.co/5GSXss901U	NON-RUMOR
668	Ferguson	Most-shared #Ferguson news images, as published on @mashable  http://t.co/EG1uF1y5dO LINK: http://t.co/LSOpxeYLCt http://t.co/bMjf7TjtLP	NON-RUMOR
669	Ferguson	"Captain Johnson: ""You're going to see a bunch of smiles, a bunch of hugs, and a bunch of conversations"" tonight in #Ferguson."	NON-RUMOR
670	Ferguson	"Captain Johnson: ""In our anger we have to make sure we don't burn down our own house."" #Ferguson"	NON-RUMOR
671	Ferguson	It's nice to see officers with name tags on from Missouri State Highway Patrol. #Ferguson cops still not wearing them.	NON-RUMOR
672	Ferguson	#Ferguson: Towns Don't Need Tanks http://t.co/304W7l7neh	NON-RUMOR
673	Ferguson	Captain Johnson says #Ferguson police did not consult with him before they released the name of #DarrenWilson. He wishes they did.	RUMOR
674	Ferguson	I stand with #Ferguson.	NON-RUMOR
675	Ferguson	Very eager to hear why #Ferguson Chief Tom Jackson didn't tell new man in charge, Capt. Johnson, he was releasing #MikeBrown incident report	RUMOR
676	Ferguson	"Captain Johnson: ""This is our opportunity to show that you can trust (police)."" #Ferguson"	NON-RUMOR
677	Ferguson	"Captain Johnson: ""I know we're scared and I know we've fallen. But I know He's going to pick us up."" #Ferguson"	NON-RUMOR
678	Ferguson	"@GovJayNixon: ""I think the focal point here still remains to determine how and why #MichaelBrown was killed and to seek justice."" #Ferguson"	NON-RUMOR
679	Ferguson	You can say what you want about #MikeBrown but that doesn't make him guilty. That police officer though? He killed him. #Ferguson	RUMOR
680	Ferguson	Missouri Governor Jay Nixon is delivering remarks on the Mike Brown case. #Ferguson	NON-RUMOR
681	Ferguson	And how are some of y'all so quick to believe the same police dept. that threw tear gas at folks in their gatdamb front yards. #Ferguson	NON-RUMOR
682	Ferguson	#Ferguson is 60% black, but virtually all its cops are white. http://t.co/U7Yk4s4nyE http://t.co/gHlnoPH4dK	NON-RUMOR
683	Ferguson	At my request, US Comm'n on Civil Rights approves letter to DoJ requesting inquiry into racial composition of #Ferguson PD and City Council	NON-RUMOR
684	Ferguson	"Community asks Nixon, ""why was your response delayed to our community?"" #Ferguson"	NON-RUMOR
685	Ferguson	If Michael Brown had been carrying a gun, would Republicans still say he had a right to bear arms? Or is that only for white men? #ferguson	NON-RUMOR
686	Ferguson	Second lawsuit filed yesterday by @aclu_mo to protect #right2photograph &amp; video police public activity in #Ferguson http://t.co/yMVAOOh5xD	NON-RUMOR
687	Ferguson	"This is what they call ""justice"" in #Ferguson http://t.co/mKnPV1LU4J"	NON-RUMOR
688	Ferguson	Why has no reporter interviewed the 'Brown' convenience store 'desi' owner in #Ferguson, robbed by Michael Brown? http://t.co/hSLilKVta0	NON-RUMOR
689	Ferguson	Harvard students stand in solidarity with #MikeBrown &amp; the #Ferguson community. #HandsUpDontShoot #HBLSA http://t.co/eKiMdz0MIr	NON-RUMOR
690	Ferguson	Da man wit the chips in this iconic photo from #Ferguson has been identified. http://t.co/20Cn7JKmTU http://t.co/ES4SXqalOf	NON-RUMOR
691	Ferguson	Everyone assumes everyone has a gun in America. And they're usually right. That's the problem. #MichaelBrown #Ferguson	NON-RUMOR
692	Ferguson	"#Ferguson #WeArePeace Met a young man who told me, ""We aren't here for colors. Black isn't a color, We are all Equal  http://t.co/yO18uiiOPZ"	NON-RUMOR
693	Ferguson	Beautiful statement from Palestinians expressing support &amp; solidarity w/ #MikeBrown &amp; ppl of #Ferguson http://t.co/cnL7n2tc28 via @RanaGaza	NON-RUMOR
694	Ferguson	This is all so disturbing #DONTSHOOT #Ferguson #MikeBrown something needs to be done but it aint riots. Peaceful acts. We have to value life	NON-RUMOR
695	Ferguson	Full *Redacted* police report on #MikeBrown and #Ferguson http://t.co/Tn27pdWOVq	RUMOR
696	Ferguson	How did suburban cops in #Ferguson get weapons of war? Get the facts on the 1033 program: http://t.co/j99ubusJMc http://t.co/PnkeYtRTCu	NON-RUMOR
697	Ferguson	Much to say about #Ferguson but cant be bothered w/a fallen 2 star General The Pres. is an abomination! #Greene http://t.co/pLNlq69eyS	NON-RUMOR
698	Ferguson	Dear media: If Michael Brown's race is mentioned in a news report, so should officer Darren Wilson's race. #Ferguson	NON-RUMOR
699	Ferguson	Fyi cigars in #Ferguson cost $38 million.	NON-RUMOR
700	Ferguson	Friends, the #Ferguson police aren't incompetent. They are building a defense &amp; know they don't have to work hard at it.	NON-RUMOR
701	Ferguson	The #TeaParty was unable to stand up to Goverment tyranny in #Ferguson due to being too busy tweeting about President Obama's golf game.	NON-RUMOR
702	Ferguson	When you dress police up like soldiers, they start thinking like soldiers. And soldiers engage an enemy. http://t.co/PtrZIIiIHb #Ferguson	NON-RUMOR
703	Ferguson	The face of Black America each time @donlemon speaks about or to us. #Ferguson #MikeBrown http://t.co/7mFxnTT3Qd	NON-RUMOR
704	Ferguson	Congress considering legislation to demilitarize local police in wake of #Ferguson brutality http://t.co/A3dpQHdcJk http://t.co/SsxfBQm7gK	NON-RUMOR
705	Ferguson	When and where - #MikeBrown shot by police officer Darren Wilson in #Ferguson http://t.co/gCy99f2T5Z http://t.co/kr1ZjFFJ51	NON-RUMOR
706	Ferguson	Photos from #Ferguson and 1960s protests side by side show not much has changed in the past 50 years http://t.co/ELVgaAwURj	NON-RUMOR
707	Ferguson	In debate over #Ferguson, REMEMBER: defense industry campaign cash flowed to lawmakers who backed militarizing police http://t.co/u01sBdRaZo	NON-RUMOR
708	Ferguson	So, many of those calling for transparency yesterday are condemning police for what they released today. Cant have it both ways. #ferguson	NON-RUMOR
709	Ferguson	PHOTOS: New Yorkers write their thoughts in peaceful protest: http://t.co/mC0M9xbWG3  (Victor Mirontschuk) #Ferguson http://t.co/4JKxvjr6Ln	NON-RUMOR
710	Ferguson	These 3 words say it all. #ferguson #MikeBrown http://t.co/Wuzy0YVEUg	NON-RUMOR
711	Ferguson	Today the world is a world of tyranny and lies. The flag of #HumanRights is borne by enemies of human rights w/US leading them! #Ferguson	NON-RUMOR
712	Ferguson	Muslims butchering Muslims=no biggie 'til an Israeli kills 1. U.S. blacks killing other blacks=non event 'til a cop kills 1 #ferguson #tcot	NON-RUMOR
713	Ferguson	Know your rights: What to do if you're pulled over by a cop https://t.co/wjP7lZgpNZ #ferguson http://t.co/h8Pd9vHyz9	NON-RUMOR
714	Ferguson	Look at how US govt treats black community! It's not about 50-100 years ago but it's about today! #Ferguson	NON-RUMOR
715	Ferguson	HERE ARE 50 QUESTIONS! about report released today in #Ferguson, please read https://t.co/YOETZl7uKW. CHECK THEM OUT!!!	NON-RUMOR
716	Ferguson	#Ferguson #MikeBrown RT @cjayconrod: Day 2 of making bag lunches for protesters &amp; volunteers. http://t.co/nCnHHLMWOB	NON-RUMOR
717	Ferguson	Wait, why aren't the cops pointing assault rifles at these protestors? #ferguson http://t.co/xVsp93WUVN	NON-RUMOR
718	Ferguson	Racial discrimination's still a dilemma in US. Still ppl are unsecure for having dark skins.The way police treat them confirms it. #Ferguson	NON-RUMOR
719	Ferguson	Police begged media for discretion about location of q&amp;a. Are set up about half a mile from QuikTrip/protest site #Ferguson	NON-RUMOR
720	Ferguson	Brutal treatment of black ppl isnt indeed the only anti-human rights act by US govt;look at USs green light to #Israels crimes. #Ferguson	NON-RUMOR
721	Ferguson	Don't believe shit you see on TV. Residents of #Ferguson LIVE TWEETED this entire ordeal and we watched it unfold.	NON-RUMOR
722	Ferguson	Again, we are seeing why we need a federal government. #Ferguson	NON-RUMOR
723	Ferguson	What #Ferguson Chief of Police Thomas Jackson did was outrageous!	RUMOR
724	Ferguson	The #Ferguson police chief has endangered #PeaceInFerguson and someone should take his microphone away. Let the big boys handle this now.	NON-RUMOR
725	Ferguson	After 10+ minutes, Chief Jackson abruptly ends press conference while questions still being yelled at him. #MikeBrown #Ferguson	NON-RUMOR
726	Ferguson	INDICT CHIEF TOM JACKSON for conspiracy and aiding &amp; abetting. INDICT DARREN WILSON for murder. Convict both. #ferguson #mikebrown	NON-RUMOR
727	Ferguson	I dont know if the #Ferguson police chief is acting out of malice or ignorance, but either way, hes the face the problem right now.	NON-RUMOR
728	Ferguson	A message for #Ferguson, from #Palestine #Gaza http://t.co/VZtLCYyZnu	NON-RUMOR
729	Ferguson	At Quik Trip in #Ferguson this lady has set up table people to vote. http://t.co/geVZoPZWuX	NON-RUMOR
730	GermanWings	The co-pilot of the Germanwings Airbus was a convert to Islam http://t.co/SqeBek47b3	NON-RUMOR
731	GermanWings	So the cockpit voicerecorder confirmed the copilot deliberately crashed the plane while the pilot was locked out of the cockpit #Germanwings	RUMOR
732	GermanWings	The co-pilot of the Germanwings Airbus was a convert to Islam - http://t.co/ptpEggDjdS #NotVerifiable #Yet #Germanwings	NON-RUMOR
733	GermanWings	The co-pilot of the Germanwings Airbus was a convert to Islam http://t.co/vvIdqcZDiB	NON-RUMOR
734	GermanWings	The co-pilot of the Germanwings Airbus was a convert to Islam http://t.co/QQKL3WKzAT	NON-RUMOR
735	GermanWings	The co-pilot of the Germanwings Airbus was a convert to Islam - http://t.co/n5FnUfvyBZ	NON-RUMOR
736	GermanWings	The co-pilot of the Germanwings Airbus was a convert to Islam http://t.co/7LKruIyW6W 	NON-RUMOR
737	GermanWings	The co-pilot of the Germanwings Airbus was a convert to Islam http://t.co/OFi7HMyROr	NON-RUMOR
738	GermanWings	The co-pilot of the Germanwings Airbus was a convert to Islam - http://t.co/7MHPhG5aIR #RedNationRising	NON-RUMOR
739	GermanWings	@haselcheck The co-pilot was a convert to Islam. http://t.co/eV8A55MZty	NON-RUMOR
740	GermanWings	@RedNationRising: The co-pilot of the Germanwings Airbus was a convert to Islam - http://t.co/K290vHURYh #RedNationRising@Longyman	NON-RUMOR
741	GermanWings	The co-pilot of the Germanwings Airbus was a convert to Islam http://t.co/c5ub4bt4Pf	NON-RUMOR
742	GermanWings	Islam &amp; Muslims blamed even when neither have anything to do with mass killing.  #Germanwings #GermanWingsCrash http://t.co/DKmNEqzPc7	NON-RUMOR
743	GermanWings	RT @frank8427zz9za: The co-pilot of the Germanwings Airbus was a convert to Islam http://t.co/y4EqBO1EKD #auspol	NON-RUMOR
744	GermanWings	Report: Germanwings Co-Pilot Was Recent Convert to Islam  UFP NEWS http://t.co/ypHfnS05mx	NON-RUMOR
745	GermanWings	Thank God he's not a Muslim! Otherwise the world'd be on a Muslim hate spree now #Germanwings http://t.co/NoXAhjSmP7 http://t.co/Qdsc50p86W	NON-RUMOR
746	GermanWings	.@alimhaider  #Germanwings Co-Pilot Was Recent Convert to Islam Report: Germanwings Co-Pilot Was Recent Convert to Islam via @JoAnneMoretti	RUMOR
747	GermanWings	BREAKING GERMAN NEWS: Germanwings Airbus Co-Pilot Was MUSLIM CONVERT http://t.co/oRtt0ab4YA via @gatewaypundit	NON-RUMOR
748	GermanWings	The co-pilot of the Germanwings Airbus was a convert to Islam http://t.co/cXkX67PYQt	NON-RUMOR
749	GermanWings	All Muslims are not like that... Okay? RT @DrShobha The co-pilot of the Germanwings Airbus was a convert to Islam	NON-RUMOR
750	GermanWings	Germany now has its own 9/11, thanks to the convert to Islam, #AndreasLubitz. #GermanyWings  http://t.co/J6OTGRWHJO http://t.co/2a0zoSkjA6	NON-RUMOR
751	GermanWings	GERMAN NEWS: Co-Pilot of Germanwings Airbus Was MUSLIM CONVERT Hero of Islamic State? http://t.co/J8budBthpm via @gatewaypundit	NON-RUMOR
752	GermanWings	The co-pilot of the Germanwings Airbus was a convert to Islam http://t.co/HMRrxvRXj5	NON-RUMOR
753	GermanWings	BREAKING NEWS: Germanwings Co-Pilot was recent convert to Islam. http://t.co/fwf86tD88b http://t.co/djkzng2piM	NON-RUMOR
754	GermanWings	The co-pilot of the Germanwings Airbus was a convert to Islam....  http://t.co/4cN2YOjPJb	NON-RUMOR
755	GermanWings	The co-pilot of the Germanwings Airbus was a convert to Islam http://t.co/WrVoU0L3qS	NON-RUMOR
756	GermanWings	GERMAN NEWS: Co-Pilot of Germanwings Airbus Was MUSLIM CONVERT. Can any muslim be trusted near an airplane now?	NON-RUMOR
757	GermanWings	BREAKING: #Germanwings co-pilot was recent Muslim convert http://t.co/aqvtsI7OcV http://t.co/BI5OLZJKJI	NON-RUMOR
758	GermanWings	The co-pilot of the #Germanwings Airbus was a convert to #Islam http://t.co/SPA8ZAe977	NON-RUMOR
759	GermanWings	"Converts are DISTURBED!! Co-Pilot of #GermanWings Airbus Was a Muslim convert. ""Hero of Islamic State"" http://t.co/jBoJb6rfor #WhiteMuslims"	NON-RUMOR
760	GermanWings	The co-pilot of the Germanwings Airbus was a convert to Islam http://t.co/W34m0Hs77B @RohilkhandXpres @DivyaSoti @iamUrvi  @RvhVik @upma23	NON-RUMOR
761	GermanWings	Memo to @ron_fournier: you owe @jimgeraghty an apology: GERMAN NEWS: Co-Pilot of Germanwings Airbus Was MUSLIM CONVERT	NON-RUMOR
762	GermanWings	The co-pilot of the Germanwings Airbus was a convert to Islam http://t.co/Q7yHJ4Ne2d	NON-RUMOR
763	GermanWings	German PI-News Magazine is Reporting Germanwings Co-Pilot Was Recent Convert to Islam Read: http://t.co/6aNN7RQUZ6 http://t.co/u9ggRyxnVD	NON-RUMOR
764	GermanWings	MUSLIM CONVERT? A German news website, http://t.co/sZQQ0pKwM1 claims Andreas Lubitz was a Muslim convert http://t.co/nX2CXzgiJr	NON-RUMOR
765	GermanWings	Co-pilot was a fresh convert- http://t.co/paAKWfHdg3	NON-RUMOR
766	GermanWings	All evidence indicates copilot of Airbus machine in his 6-months break during his training as a pilot in Germanwings, converted to Islam	RUMOR
767	GermanWings	Report: Germanwings Co-Pilot Was Recent Convert to #Islam http://t.co/4Ratb4DfcT via @UFPnews #FranceAirCrash	NON-RUMOR
768	GermanWings	Apparently from the comments at German PI  Andreas Lubitz was Muslim convert from his Facebook page http://t.co/5v98FoTCSh	NON-RUMOR
769	GermanWings	The #Germanwings co-pilot was not a Muslim, so he could not have been a terrorist. He was depressed.  http://t.co/ySZzpYHuWB	RUMOR
770	GermanWings	BREAKING: Co-pilot was Muslim convert http://t.co/owHYZXnVN9	NON-RUMOR
771	GermanWings	Report: Germanwings Co-Pilot Was Recent Convert to Islam http://t.co/Jjvky687XZ via @UFPnews	NON-RUMOR
772	GermanWings	Pilot of Germanwings Airbus Was MUSLIM CONVERT Hero of Islamic State? http://t.co/o7H6OuEfJd via @gatewaypundit http://t.co/GlDWraPosJ	NON-RUMOR
773	GermanWings	.@aerdt @mypoint111  WAS CO-PILOT A RECENT CONVERT TO #ISLAM? http://t.co/pdDvmCBfUp	NON-RUMOR
774	GermanWings	The co-pilot of the Germanwings Airbus was a convert to Islam http://t.co/LhSveQ8jiu	NON-RUMOR
775	GermanWings	A German news website claims #Germanwings co-pilot #AndreasLubitz was a Muslim convert http://t.co/4PHWRSrxwu	RUMOR
776	GermanWings	The co-pilot of the Germanwings Airbus was a convert to Islam http://t.co/h15BIDjnPa	NON-RUMOR
777	GermanWings	The co-pilot of the Germanwings Airbus was a convert to Islam and became Fidain! http://t.co/QR1iNWTXuh	NON-RUMOR
778	GermanWings	"The co-pilot of the Germanwings Airbus was a convert to Islam and became Fidain! http://t.co/rXtQT5gQU3"""	NON-RUMOR
779	GermanWings	NEWS Germanwings pilot was muslim convert http://t.co/hQ9YdkHw3T	NON-RUMOR
780	GermanWings	@blue_leila (here's the article) The co-pilot of the Germanwings Airbus was a convert to Islam http://t.co/LRcuhjQgOL	NON-RUMOR
781	GermanWings	But religion has nothing to do with terror!@DrShobha: The co-pilot of the Germanwings Airbus was a convert to Islam http://t.co/yhRy49mTkJ	NON-RUMOR
782	GermanWings	Germanwings co-pilot was a Muslim convert. http://t.co/UHzD3NIwWK	NON-RUMOR
783	GermanWings	Wtf!!! @DrShobha: The co-pilot of the Germanwings Airbus was a convert to Islam http://t.co/v464nVux2t	NON-RUMOR
784	GermanWings	The co-pilot of the Germanwings Airbus was a convert to Islam http://t.co/PddKFRPbCj	NON-RUMOR
785	GermanWings	The co-pilot of the Germanwings Airbus was a convert to Islam http://t.co/WtI8O4lrEm	NON-RUMOR
786	GermanWings	I have no words #Germanwings	NON-RUMOR
787	GermanWings	Holy sh*t! #Germanwings	NON-RUMOR
788	GermanWings	Unspeakable tragedy #Germanwings #GermanWingsCrash  http://t.co/Ig8FcT1vSz	NON-RUMOR
789	GermanWings	@FVChurchAuburn thnx4da&lt;)&gt;~`&amp;remember ALL Things are POSSIBLE w/Faith. Let's @PrayInFaith 4victims&amp;Families of #Germanwings (**)**)**)**)**)	NON-RUMOR
790	GermanWings	@larenasse @tonistrubellt @germanwings hahahaha com a acudit t'has superat. #graan	NON-RUMOR
791	GermanWings	@wouamai @VonBabatus @Gohjiro Vous prenez germanwings ?	NON-RUMOR
792	GermanWings	@Hakflak @orii151 @Misericordia18 @rosetoardente @EricaDoddo @agostinoballero Amen#Germanwings 	NON-RUMOR
793	GermanWings	This is absolutely devastating  http://t.co/xbzNDLBRyx	NON-RUMOR
794	GermanWings	This is just beyond horrifying. http://t.co/w4KJsrl2Iq	NON-RUMOR
795	GermanWings	Case in point: https://t.co/fFWPRCm3uQ	NON-RUMOR
796	GermanWings	I cant even begin to . #Germanwings	NON-RUMOR
797	GermanWings	Crash de la Germanwings: quand les Andreas Lubitz se multiplient sur Facebook http://t.co/N2wBieaDvH http://t.co/6799zHFSlW	NON-RUMOR
798	GermanWings	Se ve normal? Es Andreas Lubitz Copiloto de Germanwings http://t.co/UNGalZQr05	NON-RUMOR
799	GermanWings	Wow didn't see that coming http://t.co/amLu8JTxZM	NON-RUMOR
800	GermanWings	@kikibrancher: @CharlotteBBR  Crash de la Germanwings: quand les Andreas Lubitz se multiplient sur Facebook  http://t.co/Z5d5hyrC7D	NON-RUMOR
801	GermanWings	@MaxBlumenthal @figuredisfondo it has nothing to do with Islam. http://t.co/LamesTdzVs	NON-RUMOR
802	GermanWings	Tomorrow's Daily Mirror front page #Germanwings #DavidWalliams http://t.co/QK1SM67kw8	NON-RUMOR
803	GermanWings	Good questions ... #Germanwings http://t.co/ZR6tbeOZf1	NON-RUMOR
804	GermanWings	Tony Abbott seeks advice about cockpit rules in wake of Germanwings crash http://t.co/UAGCk9kt65	NON-RUMOR
805	GermanWings	Germanwings crash: 3 different scenarios to unlock and lock the cockpit door http://t.co/WZpdG4wFY1 http://t.co/Bka6z48jHW	NON-RUMOR
